ENA_Run	COG_ID
ERR4459622	CAMB-792FD
ERR4459754	CAMB-79327
ERR4459772	CAMB-79336
ERR4459634	CAMB-79345
ERR4459757	CAMB-79363
ERR4459766	CAMB-79372
ERR4459632	CAMB-79390
ERR4459633	CAMB-793AF
ERR4459781	CAMB-793BE
ERR4459690	CAMB-793CD
ERR4459673	CAMB-793DC
ERR4459655	CAMB-793FA
ERR4459705	CAMB-79406
ERR4459747	CAMB-79415
ERR4459797	CAMB-79424
ERR4459740	CAMB-79433
ERR4459741	CAMB-79442
ERR4459685	CAMB-79451
ERR4459714	CAMB-79460
ERR4459704	CAMB-7949D
ERR4459733	CAMB-794AC
ERR4459629	CAMB-794CA
ERR4459782	CAMB-794D9
ERR4459731	CAMB-794F7
ERR4459592	CAMB-79503
ERR4459620	CAMB-79512
ERR4459784	CAMB-79521
ERR4459599	CAMB-79530
ERR4459765	CAMB-7954F
ERR4459798	CAMB-7955E
ERR4459594	CAMB-7956D
ERR4459801	CAMB-7957C
ERR4459672	CAMB-7958B
ERR4459790	CAMB-7959A
ERR4459688	CAMB-795A9
ERR4459719	CAMB-795B8
ERR4459677	CAMB-795C7
ERR4459802	CAMB-795D6
ERR4459628	CAMB-795E5
ERR4459701	CAMB-795F4
ERR4459813	CAMB-7961F
ERR4459814	CAMB-7962E
ERR4459810	CAMB-7963D
ERR4459799	CAMB-7964C
ERR4459621	CAMB-7965B
ERR4459795	CAMB-7966A
ERR4459615	CAMB-79679
ERR4459800	CAMB-79688
ERR4459657	CAMB-79697
ERR4459644	CAMB-796A6
ERR4459815	CAMB-796B5
ERR4459614	CAMB-796C4
ERR4459623	CAMB-796E2
ERR4459816	CAMB-796F1
ERR4459748	CAMB-7970D
ERR4459687	CAMB-7971C
ERR4459753	CAMB-7973A
ERR4459788	CAMB-79749
ERR4459689	CAMB-79758
ERR4459743	CAMB-79767
ERR4459669	CAMB-79776
ERR4459721	CAMB-79785
ERR4459649	CAMB-79794
ERR4459662	CAMB-797A3
ERR4459745	CAMB-797B2
ERR4459818	CAMB-797C1
ERR4459616	CAMB-797D0
ERR4459692	CAMB-797EF
ERR4459780	CAMB-797FE
ERR4459642	CAMB-7980A
ERR4459597	CAMB-79819
ERR4459783	CAMB-79828
ERR4459605	CAMB-79837
ERR4459618	CAMB-79846
ERR4459737	CAMB-79855
ERR4459611	CAMB-79864
ERR4459588	CAMB-79873
ERR4459609	CAMB-79882
ERR4459767	CAMB-79891
ERR4459774	CAMB-798A0
ERR4459596	CAMB-798CE
ERR4459755	CAMB-798DD
ERR4459680	CAMB-798EC
ERR4459812	CAMB-798FB
ERR4459915	CAMB-79907
ERR4459674	CAMB-79916
ERR4459910	CAMB-79925
ERR4459964	CAMB-79B3E
ERR4459944	CAMB-79B4D
ERR4459893	CAMB-79B5C
ERR4459913	CAMB-79B6B
ERR4459919	CAMB-79B7A
ERR4460028	CAMB-79B89
ERR4459828	CAMB-79B98
ERR4460002	CAMB-79BA7
ERR4459968	CAMB-79BB6
ERR4459844	CAMB-79BD4
ERR4459826	CAMB-79BE3
ERR4459859	CAMB-79BF2
ERR4459892	CAMB-79C0E
ERR4459868	CAMB-79C1D
ERR4459903	CAMB-79C2C
ERR4459829	CAMB-79C3B
ERR4459835	CAMB-79C59
ERR4459957	CAMB-79C68
ERR4459904	CAMB-79C77
ERR4460010	CAMB-79CA4
ERR4459909	CAMB-79CB3
ERR4460005	CAMB-79CC2
ERR4459917	CAMB-79CD1
ERR4459981	CAMB-79CE0
ERR4459914	CAMB-79CFF
ERR4459941	CAMB-79D0B
ERR4459916	CAMB-79D1A
ERR4459906	CAMB-79D29
ERR4460022	CAMB-79D38
ERR4459922	CAMB-79D47
ERR4459853	CAMB-79D65
ERR4459998	CAMB-79D74
ERR4460027	CAMB-79D83
ERR4459983	CAMB-79DA1
ERR4459900	CAMB-79DB0
ERR4459883	CAMB-79DCF
ERR4459977	CAMB-79DDE
ERR4459907	CAMB-79DED
ERR4459825	CAMB-79DFC
ERR4459905	CAMB-79E08
ERR4459890	CAMB-79E17
ERR4460026	CAMB-79E26
ERR4459855	CAMB-79E35
ERR4460003	CAMB-79E44
ERR4459950	CAMB-79E53
ERR4460013	CAMB-79E62
ERR4459937	CAMB-79E71
ERR4459863	CAMB-79E80
ERR4460024	CAMB-79E9F
ERR4459850	CAMB-79EAE
ERR4460020	CAMB-79EBD
ERR4459842	CAMB-79ECC
ERR4459934	CAMB-79EDB
ERR4459963	CAMB-79EEA
ERR4460009	CAMB-79EF9
ERR4459928	CAMB-79F14
ERR4459864	CAMB-79F23
ERR4459852	CAMB-79F32
ERR4459971	CAMB-79F41
ERR4459872	CAMB-79F50
ERR4459874	CAMB-79F6F
ERR4459949	CAMB-79F7E
ERR4459962	CAMB-79F8D
ERR4460012	CAMB-79F9C
ERR4459880	CAMB-79FAB
ERR4459920	CAMB-79FBA
ERR4459938	CAMB-79FC9
ERR4459840	CAMB-79FD8
ERR4459972	CAMB-79FE7
ERR4460006	CAMB-79FF6
ERR4459978	CAMB-7A001
ERR4459933	CAMB-7A010
ERR4459936	CAMB-7A02F
ERR4459918	CAMB-7A03E
ERR4459946	CAMB-7A04D
ERR4459866	CAMB-7A07A
ERR4459884	CAMB-7A089
ERR4460017	CAMB-7A098
ERR4459955	CAMB-7A0A7
ERR4459960	CAMB-7A0B6
ERR4460019	CAMB-7A0C5
ERR4459849	CAMB-7A0D4
ERR4459898	CAMB-7A0E3
ERR4459908	CAMB-7A0F2
ERR4460001	CAMB-7A10E
ERR4459995	CAMB-7A11D
ERR4459848	CAMB-7A12C
ERR4459961	CAMB-7A13B
ERR4459897	CAMB-7A14A
ERR4459992	CAMB-7A159
ERR4459838	CAMB-7A168
ERR4459891	CAMB-7A177
ERR4459947	CAMB-7A195
ERR4459994	CAMB-7A1A4
ERR4459987	CAMB-7A1B3
ERR4459882	CAMB-7A1C2
ERR4459930	CAMB-7A1D1
ERR4459885	CAMB-7A1E0
ERR4459980	CAMB-7A1FF
ERR4459940	CAMB-7A20B
ERR4459989	CAMB-7A21A
ERR4459833	CAMB-7A229
ERR4459830	CAMB-7A247
ERR4459873	CAMB-7A265
ERR4459923	CAMB-7A274
ERR4459824	CAMB-7A283
ERR4459912	CAMB-7A292
ERR4460016	CAMB-7A2A1
ERR4459590	CAMB-7A2B0
ERR4459694	CAMB-7A2CF
ERR4459727	CAMB-7A2DE
ERR4459702	CAMB-7A2ED
ERR4459645	CAMB-7A2FC
ERR4459610	CAMB-7A308
ERR4459656	CAMB-7A326
ERR4459924	CAMB-7A335
ERR4459952	CAMB-7A344
ERR4459901	CAMB-7A353
ERR4460018	CAMB-7A362
ERR4459929	CAMB-7A371
ERR4460014	CAMB-7A380
ERR4459708	CAMB-7A39F
ERR4459965	CAMB-7A3AE
ERR4459675	CAMB-7A3BD
ERR4459979	CAMB-7A3CC
ERR4459587	CAMB-7A3DB
ERR4459970	CAMB-7A3EA
ERR4459943	CAMB-7A405
ERR4459932	CAMB-7A441
ERR4459583	CAMB-7A450
ERR4459999	CAMB-7A46F
ERR4459630	CAMB-7A47E
ERR4459858	CAMB-7A48D
ERR4459768	CAMB-7A49C
ERR4459976	CAMB-7A4AB
ERR4459881	CAMB-7A4BA
ERR4459996	CAMB-7A4C9
ERR4459899	CAMB-7A4D8
ERR4459888	CAMB-7A4E7
ERR4459837	CAMB-7A4F6
ERR4459925	CAMB-7A502
ERR4459862	CAMB-7A511
ERR4459935	CAMB-7A520
ERR4459975	CAMB-7A53F
ERR4459666	CAMB-7A55D
ERR4459856	CAMB-7A56C
ERR4459600	CAMB-7A57B
ERR4459832	CAMB-7A58A
ERR4459612	CAMB-7A599
ERR4459625	CAMB-7A5A8
ERR4459700	CAMB-7A5B7
ERR4459691	CAMB-7A5C6
ERR4459663	CAMB-7A5D5
ERR4459696	CAMB-7A5E4
ERR4459646	CAMB-7A5F3
ERR4459584	CAMB-7A60F
ERR4459794	CAMB-7A61E
ERR4459791	CAMB-7A62D
ERR4460008	CAMB-7A63C
ERR4460025	CAMB-7A64B
ERR4459911	CAMB-7A65A
ERR4459926	CAMB-7A669
ERR4459861	CAMB-7A678
ERR4459956	CAMB-7A687
ERR4460021	CAMB-7A696
ERR4459993	CAMB-7A6A5
ERR4459942	CAMB-7A6B4
ERR4459606	CAMB-7A6C3
ERR4459742	CAMB-7A6E1
ERR4459959	CAMB-7A6F0
ERR4459778	CAMB-7A70C
ERR4459967	CAMB-7A71B
ERR4459639	CAMB-7A72A
ERR4459735	CAMB-7A739
ERR4459693	CAMB-7A748
ERR4459777	CAMB-7A757
ERR4459653	CAMB-7A766
ERR4459984	CAMB-7A775
ERR4459973	CAMB-7A784
ERR4459877	CAMB-7A793
ERR4459860	CAMB-7A7A2
ERR4459846	CAMB-7A7B1
ERR4459974	CAMB-7A7C0
ERR4459902	CAMB-7A7DF
ERR4459988	CAMB-7A7EE
ERR4459997	CAMB-7A7FD
ERR4459875	CAMB-7A809
ERR4459854	CAMB-7A818
ERR4459990	CAMB-7A827
ERR4459954	CAMB-7A836
ERR4459734	CAMB-7A854
ERR4459732	CAMB-7A863
ERR4459822	CAMB-7A872
ERR4459667	CAMB-7A881
ERR4459773	CAMB-7A890
ERR4459779	CAMB-7A8EB
ERR4459717	CAMB-7A924
ERR4459648	CAMB-7A942
ERR4459624	CAMB-7A960
ERR4459806	CAMB-7A98E
ERR4459953	CAMB-7A99D
ERR4459836	CAMB-7A9AC
ERR4459986	CAMB-7A9CA
ERR4459951	CAMB-7A9D9
ERR4459969	CAMB-7A9E8
ERR4459841	CAMB-7AA21
ERR4459894	CAMB-7B589
ERR4459895	CAMB-7B598
ERR4459927	CAMB-7B5A7
ERR4460023	CAMB-7B5C5
ERR4459789	CAMB-7B5D4
ERR4459819	CAMB-7B61D
ERR4459796	CAMB-7B62C
ERR4459722	CAMB-7B64A
ERR4459709	CAMB-7B659
ERR4459809	CAMB-7B668
ERR4459651	CAMB-7B677
ERR4459681	CAMB-7B686
ERR4460004	CAMB-7B695
ERR4459686	CAMB-7B6A4
